id,name,education,place_of_origin,aliases,identity
268059be-b95d-4b4d-91a5-f79295535507,Daily Bugle,null,null,null,null
f1c6b3a5-e68a-4400-bb8a-a124de67d90a,Beetle (Abner Jenkins),Unrevealed,Unrevealed,Hardshell,Known to government
db7ff8c3-ba60-4218-8a44-50ce1c61fe78,Stingray (Walter Newell),Doctorate in oceanography,"Gloucester, Massachusetts",Sir Devilfish,Publicly known
af3a4c80-9c6a-4dbe-a70b-ef7506cc294e,Titanium Man (Topolov),null,null,null,null
e00f0f2a-a52f-4800-adae-66e5ed1a6704,Fenris,null,null,null,null
ec15284e-216a-42d2-9f6b-16b81e48d720,Phil Sheldon,null,null,null,null
f7fb1c84-362f-46ca-914b-0dceed472c67,Glenn Talbot,Military academy graduate,Unrevealed,None,No dual identity
be159198-5817-4c56-bdbe-796cbff9d9bb,Genis-Vell,Unrevealed,Titan,"Captain Marvel, Legacy, ""Genny"", ""Starface""",Publicly known in the intergalactic community
e654c724-6345-48b9-a48e-7b0e8dc9d1ea,Mandrill,Unrevealed,"Los Alamos, New Mexico",Hensley Fargus,Public
7bef3917-91d7-4277-bdbf-01b4526c19fb,Bug,Personal training by a master thief,"Planet Kaliklak, Microverse","The Galactic Warrior, ""Loverbug""",No dual identity
6ffaa852-ea31-4f1d-b837-5892290c6593,Alexander Pierce,null,null,null,null
9c4412f0-a6c9-4914-91f0-b2b399f39c8c,Silvermane,Unknown,null,Supreme Hydra,Known
0a3144fb-2630-4733-9568-8cd73b040a05,Detective Soap,null,null,null,null
5f717f6d-85ea-4d60-8c64-062ffc653fcb,Anole,Currently in high school level classes,Unrevealed location in U.S.A.,None,Known to certain government officials
2744f05b-8c20-457b-adbc-ba00495365ab,Dust,Currently in high school level courses,Unrevealed location in western Afghanistan,Turaab (Dust in Arabic),Secret
034eaf86-0969-4555-932e-edf625b1e003,Dexter Bennett,null,null,null,null
6ff87c16-5410-421e-bee4-7981ddaa4a78,Mad Thinker,Unrevealed,Unrevealed,None,Secret
fbc6c0f5-e999-4b3f-ad15-7410bfa41ffc,The Initiative,null,null,null,null
774c457d-9dde-44f6-bb95-7a6f25d4468f,Trauma,High school graduate,"Pittsfield, Massachusetts",Emo Boy,Known to authorities
3eb19715-3cd6-4b3d-b315-a1abcc41443d,Jigsaw,null,null,null,null
10ab7e28-9d2b-47f1-a701-07a939cfa174,Eternity,Inapplicable,Inapplicable,"Sai Anand, Socrates Carvopolis, Entropy, Ivan, Adam Qadmon, Shakti",Inapplicable; the general populace of Earth is unaware of Eternity's existence
1d8faa17-ebf0-45de-bab6-6ef3858cf7fc,Spider-Ham (Larval Earth),College student,New York City Earth-8311,null,Secret
8caf8670-44ed-4545-8719-a75d50c2050a,Ord,Unrevealed,Breakworld,Ord of the Breakworld,Secret
776f90d8-9c1c-460b-9a8e-09226dfac31c,Scourge,null,null,null,null
ca642e7d-a3a6-4d08-b79e-9b46c500feca,Ultragirl (Earth-93060),null,null,null,null
ab0ee5cb-3688-49b4-9af4-a535f3d21643,Wild Child,Unknown,Canada,None,Secret
66149c1d-17ea-41d6-8373-8c7010072597,Lilandra,null,"The Aerie, native world of the Shi'ar",None,No dual identity
490a436e-a9c9-4d61-b2e5-77c7044abb33,Vanisher (Age of Apocalypse),null,"Boston, Massachusetts","Vanisher, Telford Porter",Secret
d37d0028-ff0d-4098-8585-69a81773c871,Omega Sentinel,null,null,null,null
5f06834f-24bc-462c-9a62-30b6b5b45bc2,Chimera,Unrevealed,Unrevealed,"""Gaslight Frail""",Known to authorities
7dba5967-1376-4208-b25a-b6a188f14187,Kid Colt,null,null,null,null
f2192d37-560a-48a0-8122-4bafe2389b44,The Shiver Man,null,null,null,null
b57ff3d2-77e8-4443-b88f-07644929278f,Ultimo,null,unknown planet outside solar system,"The Doomsday Machine, The Devastator, He-Who-Destroys",null
e6ba329c-99cd-433c-9a4b-7704542c7638,Firebird,State College graduate (social work degree),"Buena Vista, New Mexico","Pajaro Del Fuego, Firemaiden, La Espirita",Secret
7e623955-7ea4-4fe3-b1fa-4c9acbd105ff,Sons of the Tiger,null,null,null,null
404fef8c-0918-47be-8640-84cc4a2d70a6,Solo (James Bourne),Unrevealed,Unrevealed,None,Known to authorities
8aedc31e-90ae-44e5-9be6-f77f0cb609ec,Prowler (Rick Lawson),"High school education, some night school","Bronx, New York",None,Known to S.H.I.E.L.D. authorities
d0d1c79a-63d5-40c4-a656-a6dfc49a4750,Swarm,Presumably post-graduate education,Unrevealed location in Germany,None,Publicly known
221ff1d2-1c2d-4c0a-8710-e1a91d589f77,Ancient One (Ultimate),"Prolonged study of sorcery, 15th-century medical training",Tibet,"bTsan Saa, the High Lama, the Master, the Mystic, the Spirit Leopard",Existence unknown to the present-day Earth
62a11b56-88df-4bbb-8808-301f80d10937,Firelord,Xandarian Nova Corps Academy,"Planet Xandar, Tranta system, Andromeda Galaxy",None,Secret
58bb9a56-41c0-4895-83c2-0a098a7e244a,Lucy in the Sky,High school (unfinished),"Hollywood, California","K, 'Lina Bean",Secret
8d7f6760-e35b-4dfc-8903-849d31bc99ff,Iron Fist (Quan Yaozu),null,null,null,null
1f8f2188-f03f-4738-bc06-7925672bc261,"Lei Kung, The Thunderer",null,null,null,null
c598c72a-fd9c-4bb1-a459-a0c9f8ecc6f0,Steel Serpent (Davos),Decades of intensive martial arts training,K'un-Lun,"Iron Fist, Master of Cranes, Steel Phoenix",Known to the people of the Seven Cities of Heaven
7d0a576b-ebaf-4281-80db-759575ee9cdb,Tinkerer,Mechanical Engineering,"Unrevealed, presumable New York City",None,Secret
c54d7537-9407-4265-9ac1-77d629dffa38,Human Robot,Able to access knowledge from any computer database on Earth,"(creation) New York City, New York",None,No dual identity
511a3d24-eddf-4b03-9a70-12ed8558f393,Venus (Siren),"Tutored by the Seasons, extensively self educated.","Junction of the lonian & Aegean seas, off the coast of the Isle of Kythira","Victoria Nutley ""Vicki"" Starr, Aphrodite Pandemos, many others","Regarded as mythological by the general public, Starr identity secret"
029444f2-8f81-4143-8327-0dd60854b932,Pyro,College level education,"Sydney, Australia",None,Secret (known to certain government officials)
51db3028-6637-42ec-bf24-f249b12a2b40,Wasp (Ultimate),null,"Cresskill, New Jersey","Janet ""Jan"" Van Dyne, Pixie, Doctor Spectrum, (formerly) Giant-Woman, Janet Pym, Invisible Girl",Publicly known
7f5f9b27-fe8a-48db-b56d-c6ba6266f62b,Vulcan (Gabriel Summers),Xavier Institute for Higher Learning,Unrevealed location in the Shi'ar Empire (presumed),Kid Vulcan,Secret
e1479bb8-005a-4ea5-98be-d0f56f60a7aa,Caretaker,Unrevealed,Unrevealed,Old man,Unrevealed
d5a9e3c1-a33e-4e33-82f9-0cbced6941b7,Manta,Unrevealed,Unrevealed planet in the Shi'ar Empire,None,Secret
e9e76130-877b-456d-ae76-b95a2f4b145d,Mentor,"Unrevealed, knowledge of science and technology far in advance of present day Earth.","City of Titanos, northern Asia",None,The general populace of Earth is unaware of Mentor's existence.
ae780011-67a8-46b7-bd5c-2092da38c0c2,Smasher (Vril Rokk),Unrevealed,Unrevealed planet in the Shi'ar Empire,None,Secret
559f4658-5802-42de-867e-b92cbf7c156d,Starbolt,Unrevealed,Unrevealed planet in the Shi'ar Empire,None,Secret
049634da-e7d4-4d73-84d4-bc66f14b59f4,M.O.D.O.G.,null,null,null,null
50156ed5-685d-4034-a282-ea514b9f642b,Molecule Man,Unrevealed,"Brooklyn, New York",None,Secret
fd84534a-1421-4171-989a-a7edf94ea37a,Elite,null,null,null,null
218d873e-d56b-4772-86ec-fb97417528f4,Ma Gnuci,null,null,null,null
e8e6ade6-5f1e-464e-b83f-e1f708ab446e,Molly Von Richtofen,null,null,null,null
3e69045b-ce37-496f-83b8-563e65cc4254,Liz Osborn,Graduate of Midtown High School and Certified Nurse's Aid program,"Queens, New York",None,No dual identity
0556c6e7-10ad-4f57-9282-3749c22ace69,Molten Man,College graduate,"New York City, New York",None,Publicly known
973ef202-4831-4d52-911d-b3bc7d691c48,Nuke,Extensive military training,null,"Agent Simpson, Scourge",Secret
33961f8a-e134-4a55-969e-9ebf68a8f59e,Feral,Unrevealed,"The Bronx, NY",None,Secret
e027479d-969e-485e-851a-2473cd2c2731,Pip,Unrevealed,"Planet Laxidazia, Dolenz system, Milky Way Galaxy","Pipman, King Pip, Formerly Dr. DeTroll",Known to intergalactic authorities
8cb229c0-1eb9-4478-b568-68502421c403,Holocaust (Age of Apocalypse),Unrevealed,Unrevealed,Nemesis,Secret
7dd877a2-b6fd-41d3-be27-cd48ddc7f65e,Post,Unrevealed,Unrevealed,None,Secret (known to the U.S. Government officials)
9e9bfc50-1540-4dd1-a9e1-d98cb72d1baa,3-D Man,High school graduate; military training (Chuck Chandler only),"Los Angeles, California",None,Secret
21336569-b274-468c-874a-d30c254d045e,True Believers,null,null,null,null
c13a7bd2-fa09-4397-83d3-61091b4c9082,Controller,"Advanced degree in science, engineering","Kittery Point, Maine",Alexander Basel,Secret
6f6245f6-03f7-4131-ab8d-54d4d4383b71,GW Bridge,null,U.S.A.,none,Public
2e3e8d13-3b2f-4d4c-b50b-0cd3ee545c66,Marvel Apes,null,null,null,null
f090b0ab-8bb6-4dba-bad2-3bed0166e439,Lilith,Unknown,"Castle Dracula, Wallachia, Transylvania","Lilith Drake (for legal purposes), Daughter of Dracula",True nature unknown to general public
cd080fe3-82cb-455c-8bec-a24a46bad6a9,Unus (Ultimate),Unrevealed,"Milan, Italy","Unus the Untouchable, Unuscione",Public
e3bc76c4-d051-4dde-b234-80abd94b7bb2,Master Mold,null,null,null,null
2a6e7df6-15a9-4d37-b9f5-4c9aa692fa1d,Iron Fist (Orson Randall),null,null,null,unknown
21953678-5e89-45a8-9ebb-cea70e4a530e,Wendigo,null,null,null,null
946c290d-1097-4a6d-b611-632ae6f87d2d,Radioactive Man,Ph.D. in physics,"Lanzhou, People's Republic of China",None,Publicly known
974c15c2-631d-467e-b002-1410d5b224a9,Caliban,null,null,"Pestilence, Death, Hellhound",Secret
742a7102-2e8d-4bd5-b2f2-15a0ddda4b1d,Marrow,"Trained by Callisto, military and espionage training",Morlock Tunnels,Sarah Rushman,Secret
0137c167-222e-40fe-9d06-fa9569bb6c79,Synch,High-school level courses at Massachusetts Academy,"St. Louis, Missouri",None,Secret
619c6e8e-0bb7-4b61-a925-1944e51aa2d7,Meltdown,null,null,null,null
3d0b54be-8090-4d37-9ded-4f289c4ddf6d,Salem's Seven (Ultimate),null,null,null,null
7a249c78-c08f-4b7b-9c68-0f18e856d159,Killmonger,Ph.D. in engineering and MBA,"N'Jadaka village, Wakanda","Formerly Black Panther, N'Jadaka",No dual identity
5d681e99-bfed-4b81-a513-0d36f9502964,Oracle,"Unrevealed, presumably extensive",Unrevealed planet in the Shi'ar galaxy,None,Publicly known
6338ec86-accf-48f2-b7c5-ed9648a8ba42,Vin Gonzales,Police Academy Graduate,"Hunts Point, Bronx, New York",Rookie,No dual identity
29bda461-5cc6-4059-9450-13c6c70e7d03,Obadiah Stane,null,null,null,null
d4817141-b660-4e4b-881f-7db1d7b6951a,Nightshade,Extensively self-taught in multiple disciplines to Ph.D level,"Harlem, New York City","Queen of the Werewolves, Deadly Nightshade, Dr. N, Dr. Nightshade",Publicly known
db45aa16-0da8-4c30-a6d6-d2ffe8f8719c,Mantis,Trained by Priests of Pama,Unknown village in Vietnam,"Unknown (last name presumably Brandt), Celestial Madonna, Goddess of Life, This One (Mantis habitually refers to herself in this third-person fashion), formerly Mandy Celestine, Lorelei, Willow",Secret
60eeea17-3086-4000-b285-831a703370f9,Jeryn Hogarth,Law Degree,"New York City, New York",None,No dual identity
8c6275d6-d80a-4725-85ab-6e9df35118fb,Franklin Storm,Medical school,Unrevealed,None,Publicly Known
f9034cd8-14cc-4ef3-887f-2cff11c1af42,Dreaming Celestial,null,null,null,null
e2c5ab8a-973e-40d3-909a-073b62d78555,Makkari,"Standard Eternal higher education, tutored by Master Elo","Olympia, Andes Mountains, Greece","Mark Curry, MIke Khary, Major Mercury, Hurricane, Jake Curtiss, Michael ""Mac"" Curry, Frank Harper, Adam Clayton, Harry Kane, Michael Gray, Son of Thor, Mercury, Hermes, Thoth, others",Secret
f90acd40-6763-4227-ac0c-2367bea63358,Elloe Kaifi,Elloe was privileged to a classical education in the Secondary Forums.,"Rundi, Okiini Province",None,Publicly known on the planet of Sakaar; the general populace of Earth is unaware of Elloe's existence.
05438568-7dfd-4bf4-b78e-096eb7636383,Hiroim,"Hiroim was raised as a Saka Priest, and trained as a Shadow Warrior.",The Northern Steppes on the planet Sakaar in the Star System Tayo in the Galaxy Fornax,Hiroim the Shamed,"Publicly known on the planet Sakaar, Hiroim's existence is unknown by the general populace of Earth"
c800627d-e355-467c-ab3a-4f1af0366d09,Warbound,null,null,null,null
8b255ac6-ab42-4e85-93e0-632d3424b20b,Famine,null,null,null,null
78cfdbb3-9a42-48a6-b449-cb45e9e88a1f,Forearm,null,null,null,null
734ecf1d-d9af-4e38-b294-c5bd2989d075,Random,null,null,null,null
028e213a-a709-428a-8779-470b767b7d63,War (Abraham Kieros),Unrevealed,"Atlanta, Georgia",None known,Secret
58bc5adf-288c-446f-b070-7fe3ead83a58,Wildside,null,null,null,null
345909fc-f66c-4092-896f-895c33acd193,Risque,Unrevealed,"Miami, Florida",None,Secret
a35f02e1-c2b2-4606-b460-a47f78e9fd35,Shard,Unrevealed,New York of Earth-1191,None,Secret
7c79576c-2e12-4a96-ab0b-9e14cbf3f6ea,Ilyana Rasputin,null,null,null,null
63e156fa-f67c-405c-8596-be234292023a,Mikhail Rasputin,null,null,null,null
61a5ef27-6d47-4a56-bf55-92c22f38adcc,Anthem,null,null,null,null
9b5972b9-9d16-4e24-b831-720d7af4704d,Calamity,null,null,null,null
16f667d8-2ad1-4e99-aecc-cb537fd162b4,Mulholland Black,Unrevealed,Unrevealed,Holly,Known to the Public
5817ff6e-a337-4744-b2ae-b255630d3148,Supernaut,Trained in military combat,Unknown,Hybrid,Known to the public
b04e616f-93d1-4631-a886-364cce95dc41,Veda,null,null,null,null
4bd36380-e11f-43d4-abb3-ccbfc710fc70,Leper Queen,null,null,null,null
76589de1-442b-4018-87d8-0d374460c039,Debrii,Unrevealed,New York City,None,Publicly known
e08403f1-eb15-43c5-8378-fa042b18e764,MVP,"(Progenitor) incomplete college studies, University of Kentucky; (clone) has both MVP's college memories","(Progenitor) Liberty, Kentucky; (clone) Camp Hammond, Stamford, Connecticut",None,Publicly known
618b4506-2692-4300-900d-b099d2aca50c,Armory,null,null,null,null
acff1d92-8a29-4d60-9cff-836336a2a2c9,Night Thrasher (Dwayne Taylor),Unrevealed,"Chicago, Illinois",Bandit,Secret
80da9724-f627-4266-80f6-4e23100cbd40,Wendell Rand,null,null,null,null
617c19af-16ae-44e4-ba0b-4666afbe06cd,Brute,null,null,null,null
90aa8a72-57be-436b-b9ae-d354c29526c3,Giant Girl,null,null,null,null
fe9eef1c-d5ce-48e7-87da-095f1e451a4d,Bedlam,Unrevealed,Unrevealed,Jesse Bedlam,Secret
8bc1b989-b92f-4de8-9bd6-54229f58b642,Garrison Kane,High school dropout,Unrevealed,Weapon X,Known to Canadian & U.S. governments
73051195-6f62-4025-89cc-398dc0784725,Blue Shield,High school Graduate,"Morris Park, New York",None,Known to authorities
853b6d8b-4820-42c5-a8ef-bedd919b73aa,Newton Destine,null,null,null,null
ad51e781-5011-4595-9072-0ef78ecd8b0a,"Janus, the Nega-Man",null,null,null,null
115e0668-6422-45b2-8121-1283e7546791,Lords of Avalon,null,null,null,null
dc52e593-7961-4753-8216-11a7ce039257,Marvex,null,null,null,null
2762be8d-f82b-46d9-8640-09548acfeaf8,Phantom Reporter,null,null,null,null
aa8321aa-0784-4f08-a8ee-1f17c315ee0c,Gladiator (Melvin Potter),null,null,null,null
de4b28e3-1c30-4b90-bc4a-2d0abd5c3240,Mister Fear,College dropout,Unrevealed,None,null
ad7d1dca-43e4-4ae2-bc10-837365c4f289,Triathlon,null,null,null,null
798ff2e7-d79d-4dbe-b61a-41578a8e5f30,Hepzibah,Unrevealed,"Planet Tryl'sart, Cyrane Om'ir, Shi'ar Empire","Mam'selle Hepzibah, Zee",Known in the Shi'ar Empire
916a9f53-38b1-4dcc-a35a-8113dc166227,Lyja,"Training as a Skrull Liason Officer, Training to impersonate Alicia Masters",Unrevealed,"Alicia Masters, Lyja The Lazerfist, Laura Green",Secret
c1fdedb9-630b-4c93-8238-aaf764a802eb,Sharon Ventura,"Military Academy, expelled","Pullman, Washington","She-Thing, Shar, Shary, Double-M",Publicly known
ece151ad-15de-4d4e-b7b3-b787b1dd484f,Pete Wisdom,Unrevealed,"England, U.K.","Winston, Mr. W",No dual identity
3f1828ae-05b1-4dd2-b8c9-10736c4bcc9b,Nocturne,College,"New York, New York",None,Secret
ea395725-6956-48e6-ac8e-5881c0e2ec08,Kabuki,null,null,null,null
113a5488-df9f-417c-9280-b0f3f7ff26f2,The Fury,None,U.K. (Earth-238),None,No dual identity
f71187c3-ba04-4d52-bdee-4b54eda8eec1,Chores MacGillicudy,null,null,null,null
b39b2a14-d1d4-4191-8ddc-4c394b781214,Contessa (Vera Vidal),Unrevealed,Unrevealed,None,Secret
0330dc64-c129-429a-8af1-fb0c922841b8,Lucky Pierre,Unrevealed,Presumably France,L.P.,Secret
62b02d2d-4b41-4e6a-a74e-89971d9ea796,Shadu the Shady,Unrevealed,Unrevealed,None,Known
d978ffb9-5d19-4545-a321-8d51315356c6,Ultra-Adaptoid,null,null,null,null
407805a7-94a5-4a24-aa41-c198456fef15,Agent X (Nijo),Unrevealed,Unrevealed,Alex Hayden,Secret
857dfb16-3292-4c02-879a-7ea13ad4c311,Tarantula (Luis Alvarez),Unknown,Unknown,None,Secret
fffdc5c5-01cb-4368-8936-fb3285140b81,Guardian,Doctoral degree in science and engineering,"London, Ontario, Canada","Weapon Alpha, Vindicator, the Antiguard","Secret, known to certain Canadian government officials"
7a55fa30-3647-44d6-8418-f54d69f639b3,Hyperion (Earth-712),Educated by government tutors,"unrevealed, presumed extra-solar planet",None,Known to the general public
8f55bba3-f386-4da7-83f3-5652206db5fe,Hedge Knight,null,null,null,null
1803f68a-7b1d-47c7-a616-40e85d9cfa78,Carnage (Ultimate),null,null,null,null
61b93594-cc21-413f-9642-54e4431a54df,Blockbuster,Unrevealed,Unrevealed,None,Secret
a1d9dbcf-2a18-484e-82b9-642e48152d8a,Vertigo (Savage Land Mutate),Unrevealed,Savage Land,None known,Secret
eae5390f-94db-475c-8456-b9ee2b644b91,Puma,"Masters degree in Business Administration, tribal teachings, martial arts instruction",New Mexico,"Tarata, “Cowboy-Cat”","Secret, known to Spider-Man and members of his tribe"
d4b18a5c-c397-4f5d-9791-d982295bd55c,Ch'od,null,null,null,null
2816d878-2b5c-44be-86d7-cf174e0e9643,Corsair,Unrevealed,Unrevealed,None,Secret
9ba5a79c-935f-49ce-825e-1ca9257c8114,Raza,Unrevealed,Unrevealed,null,Unknown to the general populace of Earth
65339a3f-d1b4-4af6-8c67-8d00657a0ba6,Pandemic,null,null,null,null
8651b12f-0d75-4e44-b141-12f350c8d525,Jack Murdock,null,null,null,null
00cc62ce-d881-44ed-b0d6-7ec0841077b1,Nightcrawler (Ultimate),College-level courses at Xavier's School for Gifted Youngsters,"Bavaria, Germany","""Fuzzy Elf"", formerly Gainsborough",Secret (known to British authorities)
91acf6d8-ef76-4981-b79c-06f387b1a155,Stacy X,null,null,null,null
acebf39c-9e14-4735-ae09-bbb47f4de135,Wind Dancer,Currently in high school level classes,"Caracas, Venezuela",Sofia Mantega-Barrett,Secret
9d1c9b09-5522-454a-878e-a457318aad5a,Iron Fist (Wu Ao-Shi),null,null,null,null
05ac6cf0-39cd-48d9-b045-5c3d12dc3bc4,Morph,Master's Degree in Computer Engineering,"Pittsburgh, Pennsylvania",None,Publicly known
aad6b277-4810-4278-9a74-b43ce236f9f6,Masque,null,null,null,null
f11a451e-ffc0-48ce-ac75-569c48284ae9,Sally Floyd,null,null,null,null
da8d3e9e-8328-4a1e-9121-529cd5b3ad72,Humbug,Ph.D. in entomology,"Lodi, New Jersey","The Bug-Man of Alcatraz, Red Baron",Known to authorities
5bb521b0-dc42-4921-921b-23e0ac9c3889,Gideon,"Unrevealed, some higher education at Harvard","Unrevealed, presumably a location in 16th Century Spain",None,No dual identity
e6e62e06-ef9e-47ac-952b-79a965bac8c8,King Cobra,Unrevealed,"Rotterdam, Holland","The Human Cobra, Cobra",Publicly known
a4f43f18-bcc1-4456-b6f6-9795e9c15ed1,Turbo,Journalism degree from Long Island University,"Hartford, Connecticut",Torpedo Sue,Secret
f26a989d-5c0c-41e9-9ca0-33ba45bbdc71,Earthquake,null,Unrevealed planet in the Shi'ar Empire,None,Secret
3877c9b9-d47f-40ac-aaff-bc78b1899240,Hussar,Unrevealed,Unrevealed planet in the Shi'ar Empire,None,Secret
8f797e33-f7d7-4144-8419-40ca68668d57,Warstar,Unrevealed,Unrevealed planet in the Shi'ar Empire,None,Secret
94575213-23f9-4e6e-aa20-616fd9ee2deb,Nova (Frankie Raye),College graduate,"New York, New York",Human Torch,Secret
5e735218-7c67-4cf3-aefd-2f4da47ea475,Damage Control,null,null,null,null
54f7416d-7438-422e-be99-a967b5e6681c,Santa Claus,null,null,null,null
8a6ecfb5-492b-43ec-910d-195497d49deb,Maddog,Presumably some college,Unrevealed,Mad Dog,Known
77e48e59-b40a-430d-bae0-a2fe446f1088,Jack O' Lantern,Unrevealed,Unrevealed,None,Secret
049ee9b9-0305-4933-bbd6-ac4e050b8114,Tyger Tiger,Harvard business school,Singapore,Tyger Tiger,Secret
cf2b03a3-d071-4a89-82ca-94e31ea1f151,Alex Wilder,High school student,"Los Angeles, California",None,No dual identity
00f25eaa-9a6f-410a-b04a-ecabe052f33c,Big Bertha,Unrevealed,Unrevealed,None,Secret
5b4c6350-1b1b-445f-9907-71a7d3eb5f9a,Shiva,Extent of programming unrevealed,Unrevealed,None,No dual identity
e5279c1a-47db-457c-9f28-cbacaeb36a71,Dragon Lord,null,null,null,null
f2ee7d12-1ba3-41c4-9a2e-de15cb792e69,George Stacy (Ultimate),College educated,"Unrevealed, presumably New York City",None,Public
58000226-a817-4bf3-b825-f147c7b3312a,Masked Marvel (Unrevealed),null,null,null,null
33d1134c-154f-479a-bb8d-8ecef49956a6,Living Lightning,College studies in progress,"East Los Angeles, California","El Relampago Vivo, Sir Fulminator",Publicly known
8e59e6df-4ef7-4e55-9139-175f22e52dc8,Silverclaw,College student (Empire State University),"The village of Kamekeri, Costa Verde","Daughter of the Volcano God, La Garra Argentada, La Garra Plata",Secret
fdeb81b2-2a29-40e6-9562-31e9235b310f,Supreme Intelligence,Uploaded data from Kree minds,Planet Kree-Lar,Supremor,Secret (on Earth)
1a868833-e171-4572-85f9-4969b8198b21,Julian Keller,null,null,null,null
ad9ca745-1293-43ec-b5df-83656b691bef,Tag,null,null,null,null
4be56d2d-f65b-4c8d-a0ce-abe292cf9fac,Ravenous,Unrevealed,Undisclosed location within the Negative Zone,Lord Ravenous,No dual identity
78c2d741-5f95-4224-a8a7-d0cc42382e19,Korath,null,null,null,null
d160eb2f-8615-4e4f-b2f5-5967c8ab91d1,Sleeper,null,null,null,null
c0c9f589-3520-4189-9734-afce95c20323,Beak,Some college-level courses,"Cheverly, Maryland (Marvel Encyclopedia 2006: Rotterdam, the Netherlands)",Blackwing,Secret
825ac579-8f74-4b8b-a639-7505e987b97a,Amphibian (Earth-712),Extensive combat training,"Planet Xantar, Xantares star system, Milky Way galaxy",unrevealed,No dual identity
3e29d68b-a3a2-4a15-a1dc-2a06cb748be4,Arcana,null,null,null,null
e9bdf440-a56f-4ea6-91f9-c6099265ff41,Blur,null,null,null,null
d8c3ae4d-dfca-456d-8020-57f5071bb4fa,Inertia,Unrevealed,Unrevealed,None,Publicly known to the people of Earth-712
455843a0-30aa-49c6-8007-2de87bbb4d14,Shape,Special education drop-out,"Simark, Lowengard, United States of America of Earth-712",None,Publicly known to the people of Earth-712
f0754fcd-955c-4cfe-b1b1-ea05dee8209d,Maverick (Chris Bradley),High school (incomplete),"Duchess County, New York City, New York","Formerly Bolt, ""Bulk,"" Brian Johnson",Secret
49bf8526-6885-4a74-bf05-5b6277069039,Air-Walker (Gabriel Lan),Unrevealed,"Planet Xandar in the Tranta system, Andromeda Galaxy","Nova Centurion, the Archangel Gabriel",Secret
9338ad22-3e18-4ef8-a3c1-5e90d9dc7f87,Jasper Sitwell,null,null,null,null
5479dfab-acd2-44c3-8d09-92a9018bf86e,Countess,null,null,null,null
96409391-2656-4e8c-942d-0edb23c7bbb4,Morlun,Unrevealed,Unrevealed,Devourer of Totems,Secret
e05a38e2-b3b3-414f-8411-ed2ea630148b,Roughhouse,Unrevealed,Unrevealed location in Asgard (presumed),None,Secret
cbc59e91-3b88-446b-9a10-fd38b322df28,Lizard (Ultimate),Doctorate degree in herpetology,"Coral Gables, Florida",None,Known to legal authorities
755bfe8b-3951-4667-8172-73eb2ea6e72e,Dead Girl,"Unrevealed, presumed high school graduate",Unrevealed,None,Secret
d493094e-5ca3-4441-bc58-c7339b3f17f2,Glorian,Eudcated by private tutors hired by his father and later taught by the Shaper of Worlds,"Rochester, New York","Glorian, the Dreamer",Secret
2896bc65-171f-49db-a420-57ef63229d3f,Talos,null,null,null,null
5afe66de-3c78-4064-9806-01d91fa4faa4,Tana Nile,Equivalent of graduate school education on Rigel-3,Rigel-3,Unknown,"Tana Nile adopts human form when on Earth, and the general populace of Earth is unaware that she is an alien"
8ce497cb-524a-4b5b-927b-f483f2938cf9,Atlas (Team),"High school dropout, military training","Milwaukee, Wisconsin","Power Man, Smuggler, Goliath",Publicly known
a7bf83f1-4379-49a1-9b23-57e8916dc753,Kulan Gath,null,null,null,null
8ecec652-f808-4785-b332-3c9aea2ae0c9,Skreet,Self educated through her eight billion years of existence.,Pyx,None,No dual identity
fef62a5c-1f43-487d-98e4-beb0e8891c55,Tenebrous,Unrevealed,The Living Universe,"Tenebrous of the Darkness, Tenebrous of the Darkness Between",Not known to the inhabitants of Earth.
4df9344c-2e6c-44e3-af83-86d80ef6c792,Miek,null,null,Miek the Unhived,null
f9e29237-73b0-4bae-a8d8-f18d6e4bca59,Thena,Has studied under the greatest Eternal and human scholars throughout her lifetime.,"Olympia, Greece","Thena Eliot, Corona, Minerva/Athena (Often mistaken for the Olympian goddess).","The fact that Thena is an Eternal has been publicly revealed, but is generally disbelieved."
ea39f17c-8898-452d-a2b7-905579dcf7db,Zuras,null,null,null,null
022dabb4-a2a9-4174-b1fc-7c8c6eebf283,Lord Hawal,Highly train Geneticist,The planet of Arthos in the Negative Zone.,Unrevealed,Not known to the inhabitants of Earth
5cb088c3-a7b5-44e9-89e7-98a366ecae90,Praxagora,Accelerated Intelligence,"Ataraxia, Helicon Cluster, Negative Zone",Unknown,No dual identity
7ef56ee2-a5d1-49a6-b808-1969d86f302b,Preak,Unrevealed,Baradar Nebula in the Negative Zone,None,No dual identity
1bed2ede-5e88-4493-898f-6c5a78c0033d,Forgotten One,Unrevealed,Unrevealed,"Gilgamesh, Hero, Hercules, Samson, many other aliases as yet unrevealed",Secret
91d48010-4304-4be8-88ef-e365833ce854,Red Shift,Unrevealed,Unrevealed,Unrevealed,Secret
9f31f0d4-875c-4164-9699-8c6c52f81ff7,Stardust,Unrevealed,Unspecified location in the primordial universe,None,Secret
06f7ba7c-28ec-43d9-bfdf-8edb78b59917,Devos,Combat trained,Unidentified planet,The Devastator,Not known to the general populace of Earth
b12e333b-c481-4671-8d6c-4ccb79f1ee1b,Cammi,Elementary school (incomplete),"Coot’s Bluff, Alaska",None,No dual identity
ac7785e3-079d-4dbc-8b04-18d24c3610b4,Energizer,null,null,null,null
